role,fit,natural_percentage,adapted_percentage,compressed,over_time
{'S': 'Gerente de Recursos Humanos'},{'N': '33'},"{'S': '[{""F"": 17, ""L"": 45, ""O"": 95, ""W"": 88}]'}","{'S': '[{""F"": 8, ""L"": 29, ""O"": 75, ""W"": 87}]'}",{'BOOL': False},{'BOOL': False}
{'S': 'Analista de Recursos Humanos'},{'N': '73'},"{'S': '[{""F"": 17, ""L"": 87, ""O"": 92, ""W"": 79}]'}","{'S': '[{""F"": 25, ""L"": 39, ""O"": 75, ""W"": 65}]'}",{'BOOL': False},{'BOOL': False}
{'S': 'Analista de CRM'},{'N': '53'},"{'S': '[{""F"": 60, ""L"": 95, ""O"": 29, ""W"": 59}]'}","{'S': '[{""F"": 79, ""L"": 62, ""O"": 30, ""W"": 53}]'}",{'BOOL': False},{'BOOL': False}
{'S': 'Gerente de Tecnologia'},{'N': '50'},"{'S': '[{""F"": 35, ""L"": 59, ""O"": 67, ""W"": 59}]'}","{'S': '[{""F"": 47, ""L"": 39, ""O"": 65, ""W"": 53}]'}",{'BOOL': False},{'BOOL': False}
{'S': 'Analista de Relacionamento'},{'N': '78'},"{'S': '[{""F"": 24, ""L"": 74, ""O"": 95, ""W"": 79}]'}","{'S': '[{""F"": 25, ""L"": 75, ""O"": 75, ""W"": 43}]'}",{'BOOL': False},{'BOOL': False}
{'S': 'Consultor de vendas Closer'},{'N': '64'},"{'S': '[{""F"": 75, ""L"": 95, ""O"": 29, ""W"": 48}]'}","{'S': '[{""F"": 69, ""L"": 81, ""O"": 27, ""W"": 23}]'}",{'BOOL': False},{'BOOL': False}
{'S': 'Analista de Recursos Humanos'},{'N': '73'},"{'S': '[{""F"": 17, ""L"": 87, ""O"": 92, ""W"": 79}]'}","{'S': '[{""F"": 25, ""L"": 67, ""O"": 72, ""W"": 53}]'}",{'BOOL': False},{'BOOL': False}
{'S': 'Gerente de Produto'},{'N': '50'},"{'S': '[{""F"": 24, ""L"": 95, ""O"": 58, ""W"": 64}]'}","{'S': '[{""F"": 37, ""L"": 81, ""O"": 27, ""W"": 90}]'}",{'BOOL': False},{'BOOL': False}
{'S': 'Diretor Executivo'},{'N': '79'},"{'S': '[{""F"": 60, ""L"": 95, ""O"": 44, ""W"": 28}]'}","{'S': '[{""F"": 47, ""L"": 88, ""O"": 41, ""W"": 8}]'}",{'BOOL': False},{'BOOL': False}
{'S': 'Diretor de Recursos Humanos'},{'N': '61'},"{'S': '[{""F"": 39, ""L"": 95, ""O"": 58, ""W"": 53}]'}","{'S': '[{""F"": 62, ""L"": 81, ""O"": 27, ""W"": 8}]'}",{'BOOL': False},{'BOOL': False}
{'S': 'CEO Chief Executive Officer'},{'N': '77'},"{'S': '[{""F"": 75, ""L"": 95, ""O"": 18, ""W"": 53}]'}","{'S': '[{""F"": 53, ""L"": 88, ""O"": 20, ""W"": 29}]'}",{'BOOL': False},{'BOOL': False}
{'S': 'Gerente de Recursos Humanos'},{'N': '49'},"{'S': '[{""F"": 35, ""L"": 59, ""O"": 80, ""W"": 59}]'}","{'S': '[{""F"": 47, ""L"": 62, ""O"": 65, ""W"": 43}]'}",{'BOOL': False},{'BOOL': False}
{'S': 'Gerente de Recursos Humanos'},{'N': '89'},"{'S': '[{""F"": 60, ""L"": 95, ""O"": 36, ""W"": 43}]'}","{'S': '[{""F"": 53, ""L"": 90, ""O"": 27, ""W"": 23}]'}",{'BOOL': False},{'BOOL': False}
{'S': 'Diretor de Recursos Humanos'},{'N': '50'},"{'S': '[{""F"": 24, ""L"": 95, ""O"": 58, ""W"": 79}]'}","{'S': '[{""F"": 37, ""L"": 50, ""O"": 46, ""W"": 79}]'}",{'BOOL': False},{'BOOL': False}
{'S': 'Analista de Recursos Humanos'},{'N': '53'},"{'S': '[{""F"": 88, ""L"": 87, ""O"": 52, ""W"": 19}]'}","{'S': '[{""F"": 37, ""L"": 92, ""O"": 20, ""W"": 23}]'}",{'BOOL': False},{'BOOL': False}
{'S': 'Coordenador de Recursos Humanos'},{'N': '58'},"{'S': '[{""F"": 35, ""L"": 87, ""O"": 80, ""W"": 59}]'}","{'S': '[{""F"": 25, ""L"": 75, ""O"": 65, ""W"": 53}]'}",{'BOOL': False},{'BOOL': False}
{'S': 'Diretor Juridico'},{'N': '40'},"{'S': '[{""F"": 28, ""L"": 51, ""O"": 95, ""W"": 64}]'}","{'S': '[{""F"": 37, ""L"": 81, ""O"": 46, ""W"": 73}]'}",{'BOOL': False},{'BOOL': False}
{'S': 'COO Chief Operating Officer'},{'N': '53'},"{'S': '[{""F"": 24, ""L"": 87, ""O"": 67, ""W"": 59}]'}","{'S': '[{""F"": 25, ""L"": 81, ""O"": 72, ""W"": 29}]'}",{'BOOL': False},{'BOOL': False}
{'S': 'Auxiliar Administrativo'},{'N': '83'},"{'S': '[{""F"": 39, ""L"": 22, ""O"": 88, ""W"": 92}]'}","{'S': '[{""F"": 37, ""L"": 39, ""O"": 59, ""W"": 65}]'}",{'BOOL': False},{'BOOL': False}
{'S': 'Analista de Administracao de Pessoal'},{'N': '81'},"{'S': '[{""F"": 28, ""L"": 74, ""O"": 67, ""W"": 88}]'}","{'S': '[{""F"": 25, ""L"": 75, ""O"": 72, ""W"": 53}]'}",{'BOOL': False},{'BOOL': False}
{'S': 'Analista de Recursos Humanos'},{'N': '72'},"{'S': '[{""F"": 35, ""L"": 87, ""O"": 52, ""W"": 88}]'}","{'S': '[{""F"": 37, ""L"": 50, ""O"": 59, ""W"": 73}]'}",{'BOOL': False},{'BOOL': False}
{'S': 'Analista de Recursos Humanos'},{'N': '77'},"{'S': '[{""F"": 45, ""L"": 59, ""O"": 67, ""W"": 48}]'}","{'S': '[{""F"": 76, ""L"": 29, ""O"": 53, ""W"": 43}]'}",{'BOOL': False},{'BOOL': False}
{'S': 'Diretor Executivo'},{'N': '84'},"{'S': '[{""F"": 75, ""L"": 87, ""O"": 36, ""W"": 43}]'}","{'S': '[{""F"": 88, ""L"": 39, ""O"": 30, ""W"": 29}]'}",{'BOOL': False},{'BOOL': False}
{'S': 'Gerente Executivo de RH'},{'N': '53'},"{'S': '[{""F"": 35, ""L"": 87, ""O"": 88, ""W"": 48}]'}","{'S': '[{""F"": 32, ""L"": 67, ""O"": 72, ""W"": 29}]'}",{'BOOL': False},{'BOOL': False}
{'S': 'Gerente de Recursos Humanos'},{'N': '76'},"{'S': '[{""F"": 75, ""L"": 59, ""O"": 29, ""W"": 48}]'}","{'S': '[{""F"": 76, ""L"": 75, ""O"": 27, ""W"": 53}]'}",{'BOOL': False},{'BOOL': False}
{'S': 'Administrador'},{'N': '42'},"{'S': '[{""F"": 88, ""L"": 95, ""O"": 25, ""W"": 53}]'}","{'S': '[{""F"": 88, ""L"": 50, ""O"": 27, ""W"": 29}]'}",{'BOOL': False},{'BOOL': False}
{'S': 'CEO Chief Executive Officer'},{'N': '46'},"{'S': '[{""F"": 43, ""L"": 59, ""O"": 67, ""W"": 59}]'}","{'S': '[{""F"": 62, ""L"": 67, ""O"": 30, ""W"": 65}]'}",{'BOOL': False},{'BOOL': False}
{'S': 'Coordenador de Contas a Receber'},{'N': '66'},"{'S': '[{""F"": 39, ""L"": 51, ""O"": 80, ""W"": 48}]'}","{'S': '[{""F"": 32, ""L"": 67, ""O"": 46, ""W"": 43}]'}",{'BOOL': False},{'BOOL': False}
{'S': 'Gerente Comercial R.B.'},{'N': '70'},"{'S': '[{""F"": 54, ""L"": 95, ""O"": 36, ""W"": 48}]'}","{'S': '[{""F"": 53, ""L"": 86, ""O"": 27, ""W"": 53}]'}",{'BOOL': False},{'BOOL': False}
{'S': 'Analista de Cobranca'},{'N': '48'},"{'S': '[{""F"": 39, ""L"": 87, ""O"": 44, ""W"": 64}]'}","{'S': '[{""F"": 62, ""L"": 62, ""O"": 41, ""W"": 53}]'}",{'BOOL': False},{'BOOL': False}
{'S': 'Coordenador Administrativo de Pessoal'},{'N': '77'},"{'S': '[{""F"": 24, ""L"": 45, ""O"": 92, ""W"": 88}]'}","{'S': '[{""F"": 8, ""L"": 22, ""O"": 53, ""W"": 87}]'}",{'BOOL': False},{'BOOL': False}
{'S': 'Administrador'},{'N': '82'},"{'S': '[{""F"": 45, ""L"": 22, ""O"": 95, ""W"": 79}]'}","{'S': '[{""F"": 62, ""L"": 81, ""O"": 27, ""W"": 43}]'}",{'BOOL': False},{'BOOL': False}
{'S': 'Supervisor de Pessoal'},{'N': '82'},"{'S': '[{""F"": 20, ""L"": 45, ""O"": 88, ""W"": 95}]'}","{'S': '[{""F"": 32, ""L"": 13, ""O"": 75, ""W"": 79}]'}",{'BOOL': False},{'BOOL': False}
{'S': 'Supervisor de Call Center'},{'N': '75'},"{'S': '[{""F"": 88, ""L"": 59, ""O"": 29, ""W"": 48}]'}","{'S': '[{""F"": 95, ""L"": 29, ""O"": 20, ""W"": 23}]'}",{'BOOL': False},{'BOOL': False}
{'S': 'Gerente de Backoffice'},{'N': '0'},"{'S': '[{""F"": 60, ""L"": 45, ""O"": 44, ""W"": 64}]'}","{'S': '[{""F"": 88, ""L"": 29, ""O"": 27, ""W"": 53}]'}",{'BOOL': True},{'BOOL': False}
{'S': 'Gerente Comercial R.B.'},{'N': '55'},"{'S': '[{""F"": 50, ""L"": 51, ""O"": 80, ""W"": 34}]'}","{'S': '[{""F"": 37, ""L"": 50, ""O"": 59, ""W"": 79}]'}",{'BOOL': False},{'BOOL': False}
{'S': 'Gerente de Produto'},{'N': '77'},"{'S': '[{""F"": 75, ""L"": 59, ""O"": 44, ""W"": 43}]'}","{'S': '[{""F"": 88, ""L"": 29, ""O"": 30, ""W"": 29}]'}",{'BOOL': False},{'BOOL': False}
{'S': 'Gerente Administrativo'},{'N': '51'},"{'S': '[{""F"": 28, ""L"": 59, ""O"": 92, ""W"": 64}]'}","{'S': '[{""F"": 40, ""L"": 75, ""O"": 41, ""W"": 43}]'}",{'BOOL': False},{'BOOL': False}
{'S': 'Advogado Trabalhista'},{'N': '78'},"{'S': '[{""F"": 75, ""L"": 74, ""O"": 52, ""W"": 43}]'}","{'S': '[{""F"": 83, ""L"": 50, ""O"": 27, ""W"": 43}]'}",{'BOOL': False},{'BOOL': False}
{'S': 'CEO Chief Executive Officer'},{'N': '50'},"{'S': '[{""F"": 50, ""L"": 74, ""O"": 52, ""W"": 79}]'}","{'S': '[{""F"": 32, ""L"": 81, ""O"": 30, ""W"": 90}]'}",{'BOOL': False},{'BOOL': False}
{'S': 'CEO Chief Executive Officer'},{'N': '59'},"{'S': '[{""F"": 75, ""L"": 51, ""O"": 58, ""W"": 53}]'}","{'S': '[{""F"": 76, ""L"": 50, ""O"": 30, ""W"": 29}]'}",{'BOOL': False},{'BOOL': False}
{'S': 'CTO Chief Technology Officer'},{'N': '43'},"{'S': '[{""F"": 32, ""L"": 74, ""O"": 88, ""W"": 64}]'}","{'S': '[{""F"": 40, ""L"": 50, ""O"": 59, ""W"": 65}]'}",{'BOOL': False},{'BOOL': False}
{'S': 'Analista de Tecnologia da Informacao'},{'N': '78'},"{'S': '[{""F"": 39, ""L"": 35, ""O"": 88, ""W"": 64}]'}","{'S': '[{""F"": 37, ""L"": 62, ""O"": 72, ""W"": 43}]'}",{'BOOL': False},{'BOOL': False}
{'S': 'Analista de Back Office'},{'N': '64'},"{'S': '[{""F"": 43, ""L"": 74, ""O"": 58, ""W"": 59}]'}","{'S': '[{""F"": 32, ""L"": 62, ""O"": 65, ""W"": 29}]'}",{'BOOL': False},{'BOOL': False}
{'S': 'Analista de Recursos Humanos'},{'N': '68'},"{'S': '[{""F"": 12, ""L"": 74, ""O"": 92, ""W"": 92}]'}","{'S': '[{""F"": 8, ""L"": 50, ""O"": 80, ""W"": 43}]'}",{'BOOL': False},{'BOOL': False}
{'S': 'Engenheiro Civil'},{'N': '0'},"{'S': '[{""F"": 35, ""L"": 51, ""O"": 58, ""W"": 64}]'}","{'S': '[{""F"": 47, ""L"": 62, ""O"": 46, ""W"": 65}]'}",{'BOOL': True},{'BOOL': False}
{'S': 'Analista de Sistemas'},{'N': '81'},"{'S': '[{""F"": 50, ""L"": 28, ""O"": 58, ""W"": 59}]'}","{'S': '[{""F"": 47, ""L"": 62, ""O"": 53, ""W"": 53}]'}",{'BOOL': False},{'BOOL': False}
{'S': 'Business Partner'},{'N': '46'},"{'S': '[{""F"": 45, ""L"": 51, ""O"": 92, ""W"": 34}]'}","{'S': '[{""F"": 40, ""L"": 39, ""O"": 80, ""W"": 53}]'}",{'BOOL': False},{'BOOL': False}
{'S': 'Gerente de Area'},{'N': '0'},"{'S': '[{""F"": 54, ""L"": 59, ""O"": 52, ""W"": 43}]'}","{'S': '[{""F"": 69, ""L"": 75, ""O"": 30, ""W"": 43}]'}",{'BOOL': True},{'BOOL': False}
{'S': 'Gerente Operacional'},{'N': '33'},"{'S': '[{""F"": 20, ""L"": 59, ""O"": 95, ""W"": 64}]'}","{'S': '[{""F"": 25, ""L"": 29, ""O"": 80, ""W"": 87}]'}",{'BOOL': False},{'BOOL': False}
{'S': 'Administrador'},{'N': '79'},"{'S': '[{""F"": 32, ""L"": 19, ""O"": 88, ""W"": 92}]'}","{'S': '[{""F"": 25, ""L"": 22, ""O"": 65, ""W"": 90}]'}",{'BOOL': False},{'BOOL': False}
{'S': 'Atendente'},{'N': '60'},"{'S': '[{""F"": 39, ""L"": 87, ""O"": 44, ""W"": 59}]'}","{'S': '[{""F"": 37, ""L"": 81, ""O"": 53, ""W"": 65}]'}",{'BOOL': False},{'BOOL': False}
{'S': 'Consultor de vendas Closer'},{'N': '64'},"{'S': '[{""F"": 24, ""L"": 59, ""O"": 92, ""W"": 64}]'}","{'S': '[{""F"": 37, ""L"": 67, ""O"": 65, ""W"": 65}]'}",{'BOOL': False},{'BOOL': False}
{'S': 'Diretor de Recursos Humanos'},{'N': '88'},"{'S': '[{""F"": 75, ""L"": 87, ""O"": 25, ""W"": 48}]'}","{'S': '[{""F"": 83, ""L"": 29, ""O"": 30, ""W"": 43}]'}",{'BOOL': False},{'BOOL': False}
{'S': 'Diretor de Recursos Humanos'},{'N': '87'},"{'S': '[{""F"": 88, ""L"": 87, ""O"": 25, ""W"": 48}]'}","{'S': '[{""F"": 62, ""L"": 81, ""O"": 41, ""W"": 23}]'}",{'BOOL': False},{'BOOL': False}
{'S': 'Consultor Comercial'},{'N': '46'},"{'S': '[{""F"": 39, ""L"": 74, ""O"": 88, ""W"": 53}]'}","{'S': '[{""F"": 32, ""L"": 88, ""O"": 41, ""W"": 43}]'}",{'BOOL': False},{'BOOL': False}
{'S': 'Analista de Recursos Humanos'},{'N': '72'},"{'S': '[{""F"": 39, ""L"": 51, ""O"": 67, ""W"": 59}]'}","{'S': '[{""F"": 37, ""L"": 62, ""O"": 46, ""W"": 79}]'}",{'BOOL': False},{'BOOL': False}
{'S': 'Gerente de Negocios'},{'N': '49'},"{'S': '[{""F"": 50, ""L"": 45, ""O"": 67, ""W"": 59}]'}","{'S': '[{""F"": 53, ""L"": 75, ""O"": 41, ""W"": 43}]'}",{'BOOL': False},{'BOOL': False}
{'S': 'Account Manager'},{'N': '0'},"{'S': '[{""F"": 50, ""L"": 50, ""O"": 50, ""W"": 50}]'}","{'S': '[{""F"": 50, ""L"": 50, ""O"": 50, ""W"": 50}]'}",{'BOOL': False},{'BOOL': True}
{'S': 'Diretor Administrativo'},{'N': '46'},"{'S': '[{""F"": 32, ""L"": 87, ""O"": 80, ""W"": 64}]'}","{'S': '[{""F"": 53, ""L"": 50, ""O"": 53, ""W"": 65}]'}",{'BOOL': False},{'BOOL': False}
{'S': 'COO Chief Operating Officer'},{'N': '48'},"{'S': '[{""F"": 35, ""L"": 45, ""O"": 67, ""W"": 92}]'}","{'S': '[{""F"": 8, ""L"": 62, ""O"": 46, ""W"": 79}]'}",{'BOOL': False},{'BOOL': False}
{'S': 'CEO Chief Executive Officer'},{'N': '66'},"{'S': '[{""F"": 60, ""L"": 87, ""O"": 52, ""W"": 43}]'}","{'S': '[{""F"": 53, ""L"": 89, ""O"": 27, ""W"": 23}]'}",{'BOOL': False},{'BOOL': False}
{'S': 'Analista de Back Office'},{'N': '83'},"{'S': '[{""F"": 39, ""L"": 45, ""O"": 88, ""W"": 88}]'}","{'S': '[{""F"": 40, ""L"": 50, ""O"": 59, ""W"": 65}]'}",{'BOOL': False},{'BOOL': False}
{'S': 'Diretor Comercial'},{'N': '74'},"{'S': '[{""F"": 75, ""L"": 74, ""O"": 52, ""W"": 43}]'}","{'S': '[{""F"": 83, ""L"": 50, ""O"": 27, ""W"": 23}]'}",{'BOOL': False},{'BOOL': False}
{'S': 'Analista de Recursos Humanos'},{'N': '75'},"{'S': '[{""F"": 24, ""L"": 74, ""O"": 88, ""W"": 79}]'}","{'S': '[{""F"": 40, ""L"": 29, ""O"": 41, ""W"": 90}]'}",{'BOOL': False},{'BOOL': False}
{'S': 'Analista de Recursos Humanos'},{'N': '69'},"{'S': '[{""F"": 39, ""L"": 51, ""O"": 88, ""W"": 59}]'}","{'S': '[{""F"": 32, ""L"": 50, ""O"": 75, ""W"": 43}]'}",{'BOOL': False},{'BOOL': False}
{'S': 'Tecnico de Producao'},{'N': '53'},"{'S': '[{""F"": 39, ""L"": 74, ""O"": 88, ""W"": 48}]'}","{'S': '[{""F"": 32, ""L"": 62, ""O"": 75, ""W"": 23}]'}",{'BOOL': False},{'BOOL': False}
{'S': 'Gerente de Projetos'},{'N': '82'},"{'S': '[{""F"": 50, ""L"": 28, ""O"": 44, ""W"": 88}]'}","{'S': '[{""F"": 40, ""L"": 67, ""O"": 30, ""W"": 87}]'}",{'BOOL': False},{'BOOL': False}
{'S': 'Coordenador de Recursos Humanos'},{'N': '0'},"{'S': '[{""F"": 54, ""L"": 45, ""O"": 52, ""W"": 53}]'}","{'S': '[{""F"": 47, ""L"": 39, ""O"": 53, ""W"": 73}]'}",{'BOOL': True},{'BOOL': False}
{'S': 'Gerente Operacional'},{'N': '70'},"{'S': '[{""F"": 43, ""L"": 95, ""O"": 36, ""W"": 53}]'}","{'S': '[{""F"": 40, ""L"": 88, ""O"": 30, ""W"": 53}]'}",{'BOOL': False},{'BOOL': False}
{'S': 'Gerente de Marketing'},{'N': '0'},"{'S': '[{""F"": 54, ""L"": 59, ""O"": 36, ""W"": 64}]'}","{'S': '[{""F"": 53, ""L"": 13, ""O"": 72, ""W"": 65}]'}",{'BOOL': True},{'BOOL': False}
{'S': 'Agente de Atendimento'},{'N': '81'},"{'S': '[{""F"": 28, ""L"": 59, ""O"": 92, ""W"": 59}]'}","{'S': '[{""F"": 32, ""L"": 39, ""O"": 75, ""W"": 53}]'}",{'BOOL': False},{'BOOL': False}
{'S': 'Gerente de Recursos Humanos'},{'N': '52'},"{'S': '[{""F"": 54, ""L"": 45, ""O"": 67, ""W"": 53}]'}","{'S': '[{""F"": 69, ""L"": 67, ""O"": 27, ""W"": 73}]'}",{'BOOL': False},{'BOOL': False}
{'S': 'Coordenador Call Center'},{'N': '0'},"{'S': '[{""F"": 50, ""L"": 50, ""O"": 50, ""W"": 50}]'}","{'S': '[{""F"": 50, ""L"": 50, ""O"": 50, ""W"": 50}]'}",{'BOOL': False},{'BOOL': True}
{'S': 'Auxiliar_Administrativo'},{'N': '74'},"{'S': '[{""F"": 39, ""L"": 51, ""O"": 88, ""W"": 59}]'}","{'S': '[{""F"": 37, ""L"": 81, ""O"": 53, ""W"": 53}]'}",{'BOOL': False},{'BOOL': False}
{'S': 'Gerente de Recursos Humanos'},{'N': '78'},"{'S': '[{""F"": 95, ""L"": 95, ""O"": 25, ""W"": 34}]'}","{'S': '[{""F"": 40, ""L"": 90, ""O"": 27, ""W"": 29}]'}",{'BOOL': False},{'BOOL': False}
{'S': 'Gerente de Recursos Humanos'},{'N': '68'},"{'S': '[{""F"": 50, ""L"": 74, ""O"": 67, ""W"": 28}]'}","{'S': '[{""F"": 32, ""L"": 86, ""O"": 46, ""W"": 73}]'}",{'BOOL': False},{'BOOL': False}
{'S': 'Analista de Investimentos'},{'N': '50'},"{'S': '[{""F"": 43, ""L"": 87, ""O"": 67, ""W"": 59}]'}","{'S': '[{""F"": 32, ""L"": 75, ""O"": 46, ""W"": 87}]'}",{'BOOL': False},{'BOOL': False}
{'S': 'Tecnico de Producao'},{'N': '62'},"{'S': '[{""F"": 60, ""L"": 22, ""O"": 58, ""W"": 59}]'}","{'S': '[{""F"": 76, ""L"": 39, ""O"": 30, ""W"": 65}]'}",{'BOOL': False},{'BOOL': False}
{'S': 'Analista de Recursos Humanos'},{'N': '77'},"{'S': '[{""F"": 20, ""L"": 74, ""O"": 80, ""W"": 79}]'}","{'S': '[{""F"": 25, ""L"": 67, ""O"": 65, ""W"": 79}]'}",{'BOOL': False},{'BOOL': False}
{'S': 'Gerente de Credito'},{'N': '78'},"{'S': '[{""F"": 32, ""L"": 45, ""O"": 67, ""W"": 92}]'}","{'S': '[{""F"": 37, ""L"": 13, ""O"": 46, ""W"": 90}]'}",{'BOOL': False},{'BOOL': False}
{'S': 'Gerente de Recursos Humanos'},{'N': '48'},"{'S': '[{""F"": 20, ""L"": 95, ""O"": 88, ""W"": 59}]'}","{'S': '[{""F"": 8, ""L"": 88, ""O"": 59, ""W"": 43}]'}",{'BOOL': False},{'BOOL': False}
{'S': 'Coordenador de Recursos Humanos'},{'N': '64'},"{'S': '[{""F"": 35, ""L"": 95, ""O"": 67, ""W"": 34}]'}","{'S': '[{""F"": 25, ""L"": 81, ""O"": 72, ""W"": 29}]'}",{'BOOL': False},{'BOOL': False}
{'S': 'Engenheiro Mecanico'},{'N': '0'},"{'S': '[{""F"": 50, ""L"": 50, ""O"": 50, ""W"": 50}]'}","{'S': '[{""F"": 50, ""L"": 50, ""O"": 50, ""W"": 50}]'}",{'BOOL': False},{'BOOL': True}
{'S': 'Gerente de Recursos Humanos'},{'N': '55'},"{'S': '[{""F"": 28, ""L"": 74, ""O"": 67, ""W"": 64}]'}","{'S': '[{""F"": 37, ""L"": 67, ""O"": 65, ""W"": 43}]'}",{'BOOL': False},{'BOOL': False}
{'S': 'Desenvolvedor Back End'},{'N': '48'},"{'S': '[{""F"": 45, ""L"": 95, ""O"": 58, ""W"": 48}]'}","{'S': '[{""F"": 47, ""L"": 86, ""O"": 20, ""W"": 65}]'}",{'BOOL': False},{'BOOL': False}
{'S': 'Analista de Marketing Digital'},{'N': '58'},"{'S': '[{""F"": 60, ""L"": 87, ""O"": 52, ""W"": 34}]'}","{'S': '[{""F"": 32, ""L"": 90, ""O"": 27, ""W"": 29}]'}",{'BOOL': False},{'BOOL': False}
{'S': 'Gerente de Enfermagem'},{'N': '0'},"{'S': '[{""F"": 50, ""L"": 50, ""O"": 50, ""W"": 50}]'}","{'S': '[{""F"": 50, ""L"": 50, ""O"": 50, ""W"": 50}]'}",{'BOOL': False},{'BOOL': True}
{'S': 'Gerente de Recursos Humanos'},{'N': '54'},"{'S': '[{""F"": 24, ""L"": 95, ""O"": 80, ""W"": 53}]'}","{'S': '[{""F"": 25, ""L"": 67, ""O"": 59, ""W"": 73}]'}",{'BOOL': False},{'BOOL': False}
{'S': 'Coordenador de Back Office'},{'N': '57'},"{'S': '[{""F"": 20, ""L"": 51, ""O"": 92, ""W"": 79}]'}","{'S': '[{""F"": 25, ""L"": 39, ""O"": 87, ""W"": 29}]'}",{'BOOL': False},{'BOOL': False}
{'S': 'Desenvolvedor Back End'},{'N': '77'},"{'S': '[{""F"": 32, ""L"": 51, ""O"": 92, ""W"": 64}]'}","{'S': '[{""F"": 8, ""L"": 29, ""O"": 65, ""W"": 90}]'}",{'BOOL': False},{'BOOL': False}
{'S': 'Secretaria Executiva'},{'N': '30'},"{'S': '[{""F"": 17, ""L"": 51, ""O"": 95, ""W"": 92}]'}","{'S': '[{""F"": 8, ""L"": 29, ""O"": 87, ""W"": 79}]'}",{'BOOL': False},{'BOOL': False}
{'S': 'Coordenador de Contas a Receber'},{'N': '60'},"{'S': '[{""F"": 35, ""L"": 74, ""O"": 52, ""W"": 79}]'}","{'S': '[{""F"": 40, ""L"": 62, ""O"": 53, ""W"": 79}]'}",{'BOOL': False},{'BOOL': False}
{'S': 'Coordenador Juridico'},{'N': '0'},"{'S': '[{""F"": 50, ""L"": 50, ""O"": 50, ""W"": 50}]'}","{'S': '[{""F"": 50, ""L"": 50, ""O"": 50, ""W"": 50}]'}",{'BOOL': False},{'BOOL': True}
{'S': 'Coordenador de Qualidade'},{'N': '52'},"{'S': '[{""F"": 43, ""L"": 95, ""O"": 58, ""W"": 48}]'}","{'S': '[{""F"": 32, ""L"": 90, ""O"": 20, ""W"": 29}]'}",{'BOOL': False},{'BOOL': False}
{'S': 'Gerente de Comunicacao'},{'N': '62'},"{'S': '[{""F"": 39, ""L"": 74, ""O"": 67, ""W"": 53}]'}","{'S': '[{""F"": 37, ""L"": 50, ""O"": 41, ""W"": 87}]'}",{'BOOL': False},{'BOOL': False}
{'S': 'Product Owner'},{'N': '42'},"{'S': '[{""F"": 14, ""L"": 51, ""O"": 92, ""W"": 88}]'}","{'S': '[{""F"": 8, ""L"": 22, ""O"": 87, ""W"": 73}]'}",{'BOOL': False},{'BOOL': False}
{'S': 'Gerente Executivo de RH'},{'N': '45'},"{'S': '[{""F"": 28, ""L"": 59, ""O"": 88, ""W"": 79}]'}","{'S': '[{""F"": 40, ""L"": 39, ""O"": 59, ""W"": 73}]'}",{'BOOL': False},{'BOOL': False}
{'S': 'Gerente de Recursos Humanos'},{'N': '61'},"{'S': '[{""F"": 32, ""L"": 95, ""O"": 67, ""W"": 53}]'}","{'S': '[{""F"": 37, ""L"": 91, ""O"": 20, ""W"": 43}]'}",{'BOOL': False},{'BOOL': False}
{'S': 'Agente de Atendimento'},{'N': '77'},"{'S': '[{""F"": 45, ""L"": 59, ""O"": 67, ""W"": 53}]'}","{'S': '[{""F"": 62, ""L"": 62, ""O"": 41, ""W"": 53}]'}",{'BOOL': False},{'BOOL': False}
{'S': 'Analista de Recursos Humanos'},{'N': '0'},"{'S': '[{""F"": 45, ""L"": 59, ""O"": 58, ""W"": 48}]'}","{'S': '[{""F"": 76, ""L"": 29, ""O"": 46, ""W"": 53}]'}",{'BOOL': True},{'BOOL': False}
{'S': 'Analista de Desenvolvimento de RH'},{'N': '86'},"{'S': '[{""F"": 39, ""L"": 87, ""O"": 52, ""W"": 64}]'}","{'S': '[{""F"": 40, ""L"": 75, ""O"": 20, ""W"": 65}]'}",{'BOOL': False},{'BOOL': False}
{'S': 'Consultor Comercial'},{'N': '65'},"{'S': '[{""F"": 45, ""L"": 87, ""O"": 58, ""W"": 59}]'}","{'S': '[{""F"": 62, ""L"": 39, ""O"": 46, ""W"": 53}]'}",{'BOOL': False},{'BOOL': False}
{'S': 'Coordenador de Departamento Pessoal'},{'N': '0'},"{'S': '[{""F"": 50, ""L"": 51, ""O"": 52, ""W"": 43}]'}","{'S': '[{""F"": 69, ""L"": 50, ""O"": 41, ""W"": 79}]'}",{'BOOL': True},{'BOOL': False}
{'S': 'Gerente Operacional'},{'N': '0'},"{'S': '[{""F"": 50, ""L"": 50, ""O"": 50, ""W"": 50}]'}","{'S': '[{""F"": 50, ""L"": 50, ""O"": 50, ""W"": 50}]'}",{'BOOL': False},{'BOOL': True}
{'S': 'Gerente Executivo de RH'},{'N': '60'},"{'S': '[{""F"": 43, ""L"": 95, ""O"": 67, ""W"": 48}]'}","{'S': '[{""F"": 37, ""L"": 86, ""O"": 65, ""W"": 8}]'}",{'BOOL': False},{'BOOL': False}
{'S': 'Supervisor de Pessoal'},{'N': '0'},"{'S': '[{""F"": 50, ""L"": 51, ""O"": 58, ""W"": 53}]'}","{'S': '[{""F"": 40, ""L"": 67, ""O"": 46, ""W"": 79}]'}",{'BOOL': True},{'BOOL': False}
